Run,delete,select1,select2,select3
1,0.011860132217407227,0.06461000442504883,0.4484119415283203,0.021367788314819336
2,0.012010812759399414,0.06456589698791504,0.4610319137573242,0.021139144897460938
3,0.011887311935424805,0.0632939338684082,0.4493441581726074,0.021274805068969727
4,0.011777162551879883,0.06459498405456543,0.45337986946105957,0.021277904510498047
5,0.012990951538085938,0.06412196159362793,0.45960521697998047,0.022000789642333984
