Run,delete,select1,select2,select3
1,0.018908977508544922,0.26083898544311523,0.7235949039459229,0.026356935501098633
2,0.012753009796142578,0.02907109260559082,0.6590499877929688,0.008109092712402344
3,0.012327909469604492,0.028157949447631836,0.6569561958312988,0.008317947387695312
4,0.012622833251953125,0.03198814392089844,0.6584610939025879,0.008165121078491211
5,0.012857198715209961,0.028620004653930664,0.6615936756134033,0.009470224380493164
