Run,delete,select1,select2,select3
1,0.011886119842529297,0.06514215469360352,0.4537649154663086,0.02120828628540039
2,0.011788129806518555,0.06457281112670898,0.44518470764160156,0.021094083786010742
3,0.01176309585571289,0.06290912628173828,0.4474220275878906,0.020756959915161133
4,0.01182103157043457,0.07035708427429199,0.45934104919433594,0.020893096923828125
5,0.012112855911254883,0.0659792423248291,0.4530041217803955,0.02114272117614746
