Run,delete,select1,select2,select3
1,0.012444257736206055,0.0648949146270752,0.4522380828857422,0.022212982177734375
2,0.01186513900756836,0.06704497337341309,0.4564681053161621,0.02130889892578125
3,0.01178288459777832,0.06332707405090332,0.46617603302001953,0.02097296714782715
4,0.0127410888671875,0.06267404556274414,0.5676870346069336,0.022125720977783203
5,0.01196599006652832,0.06469297409057617,0.45428013801574707,0.021131038665771484
