Run,delete,select1,select2,select3
1,0.02423381805419922,0.23943877220153809,0.7312619686126709,0.026720046997070312
2,0.021990299224853516,0.26746606826782227,0.7384939193725586,0.022632122039794922
3,0.022724151611328125,0.24779701232910156,0.7198131084442139,0.02334427833557129
4,0.02164912223815918,0.25852298736572266,0.7142457962036133,0.023550987243652344
5,0.019824981689453125,0.24222803115844727,0.7323720455169678,0.022767066955566406
