Run,delete,select1,select2,select3
1,0.011820793151855469,0.06752681732177734,0.4460940361022949,0.022172927856445312
2,0.012209177017211914,0.0644989013671875,0.44794440269470215,0.021976709365844727
3,0.012915849685668945,0.06494522094726562,0.4480772018432617,0.021624088287353516
4,0.013607025146484375,0.06526064872741699,0.4567258358001709,0.023660659790039062
5,0.012533903121948242,0.06586599349975586,0.4519369602203369,0.021806955337524414
