Run,delete,select1,select2,select3
1,0.030519962310791016,0.28743982315063477,0.7500209808349609,0.03024911880493164
2,0.025165796279907227,0.24841094017028809,0.9223110675811768,0.03293180465698242
3,0.022738218307495117,0.235213041305542,0.7045090198516846,0.021322011947631836
4,0.02173900604248047,0.23415207862854004,0.7263691425323486,0.022539138793945312
5,0.020953893661499023,0.23021507263183594,0.7019779682159424,0.021593093872070312
