Run,delete,select1,select2,select3
1,0.019624948501586914,0.27002882957458496,0.7176988124847412,0.027553081512451172
2,0.012798309326171875,0.027965307235717773,0.7183530330657959,0.008649110794067383
3,0.012987852096557617,0.028390169143676758,0.6578810214996338,0.010388851165771484
4,0.013066291809082031,0.028042078018188477,0.6708390712738037,0.008240222930908203
5,0.01311492919921875,0.028078079223632812,0.6603431701660156,0.00978708267211914
