Run,delete,select1,select2,select3
1,0.013122081756591797,0.06716203689575195,0.5874800682067871,0.022620201110839844
2,0.013511180877685547,0.06970095634460449,0.4734339714050293,0.022919893264770508
3,0.011826038360595703,0.06862688064575195,0.4755709171295166,0.02191901206970215
4,0.012410163879394531,0.07158207893371582,0.47492289543151855,0.021276235580444336
5,0.014430999755859375,0.06782722473144531,0.4560520648956299,0.021394968032836914
